,code_athlete,name,country_code,country,discipline,medal_type
1567,1562828,DIAZ Mario Alberto,CUB,Cuba,Athletics,
1568,1562839,ESPINOSA Reynaldo R,CUB,Cuba,Athletics,
1569,1562842,ABDELAZIZ ELSAYED Abdelrahman,EGY,Egypt,Weightlifting,
1570,1562845,HECHAVARRIA Andy,CUB,Cuba,Athletics,
1571,1562861,ABBAS Halima,EGY,Egypt,Weightlifting,
1572,1562864,EHLERS Nils,GER,Germany,Beach Volleyball,Silver
1573,1562868,WICKLER Clemens,GER,Germany,Beach Volleyball,Silver
1574,1562869,LUDWIG Laura,GER,Germany,Beach Volleyball,
1575,1562874,MUELLER Svenja,GER,Germany,Beach Volleyball,
1576,1562876,FROMM Christian,GER,Germany,Volleyball,
1577,1562877,GROZER Gyorgy,GER,Germany,Volleyball,
1578,1562879,KAMPA Lukas,GER,Germany,Volleyball,
1579,1562880,KARLITZEK Moritz,GER,Germany,Volleyball,
1580,1562881,KRICK Tobias,GER,Germany,Volleyball,
1581,1562883,REICHERT Moritz,GER,Germany,Volleyball,
1582,1562884,SCHOTT Ruben,GER,Germany,Volleyball,
1583,1562885,ZENGER Julian,GER,Germany,Volleyball,
1584,1562886,ZIMMERMANN Jan,GER,Germany,Volleyball,
1585,1562890,LIPPMANN Louisa,GER,Germany,Beach Volleyball,
1586,1562896,BREHME Anton,GER,Germany,Volleyball,
1587,1562921,TILLMANN Cinja,GER,Germany,Beach Volleyball,
1588,1562922,MAASE Lukas,GER,Germany,Volleyball,
1589,1562924,TILLE Johannes,GER,Germany,Volleyball,
1590,1562934,BRAND Tobias,GER,Germany,Volleyball,
1591,1562952,ABOKAHLA Karim,EGY,Egypt,Weightlifting,
1592,1562997,MARTINEZ Lazaro,CUB,Cuba,Athletics,
1593,1562999,BARNES Zandrion,JAM,Jamaica,Athletics,
1594,1563006,SAID Neama,EGY,Egypt,Weightlifting,
1595,1563010,AHMED Sara,EGY,Egypt,Weightlifting,Silver
1596,1563011,BENNETT Orlando,JAM,Jamaica,Athletics,
1597,1563079,MECA Kaltra,ALB,Albania,Swimming,
1598,1563081,WAGNER Anna-Maria,GER,Germany,Judo,
1599,1563082,BUTKEREIT Miriam,GER,Germany,Judo,Silver
1600,1563084,MENZ Katharina,GER,Germany,Judo,
1601,1563086,STARKE Pauline,GER,Germany,Judo,
1602,1563088,LUCHT Renee,GER,Germany,Judo,
1603,1563093,WANDTKE Igor,GER,Germany,Judo,
1604,1563097,TRIPPEL Eduard,GER,Germany,Judo,
1605,1563098,CAVELIUS Timo,GER,Germany,Judo,
1606,1563099,ABRAMOV Erik,GER,Germany,Judo,
1607,1563104,BALLHAUS Mascha,GER,Germany,Judo,
1608,1563125,KOXHAKU Grisi,ALB,Albania,Swimming,
1609,1563243,PARADA Alejandro,CUB,Cuba,Athletics,
1610,1563250,ZAYAS Luis Enrique,CUB,Cuba,Athletics,
1611,1563310,NGUYEN Thi That,VIE,Vietnam,Cycling Road,
1612,1563314,DO Thi Anh Nguyet,VIE,Vietnam,Archery,
1613,1563321,KALUCKA Aleksandra,POL,Poland,Sport Climbing,Bronze
1614,1563324,le Quoc Phong,VIE,Vietnam,Archery,
1615,1563327,MIROSLAW Aleksandra,POL,Poland,Sport Climbing,Gold
1616,1563335,QUAKE,TPE,Chinese Taipei,Breaking,
1617,1563371,TRINH van Vinh,VIE,Vietnam,Weightlifting,
1618,1563381,KALLBERG Anton,SWE,Sweden,Table Tennis,Silver
1619,1563382,BERGAND Filippa,SWE,Sweden,Table Tennis,
1620,1563383,KALLBERG Christina,SWE,Sweden,Table Tennis,
1621,1563384,BERGSTROM Linda,SWE,Sweden,Table Tennis,
1622,1563386,KARLSSON Kristian,SWE,Sweden,Table Tennis,Silver
1623,1563390,MOREGARD Truls,SWE,Sweden,Table Tennis,Silver
1624,1563390,MOREGARD Truls,SWE,Sweden,Table Tennis,Silver
1625,1563393,EL FALLAKI Ilias,MAR,Morocco,Swimming,
1626,1563424,EL BARODI Imane Houda,MAR,Morocco,Swimming,
1627,1563437,OSMANOV Adil,MDA,Republic of Moldova,Judo,Bronze
1628,1563486,LATISEV Mihail,MDA,Republic of Moldova,Judo,
1629,1563489,MITSIN Petar Petrov,BUL,Bulgaria,Swimming,
1630,1563494,RUZIEV Doston,UZB,Uzbekistan,Judo,
1631,1563503,ALDRIN Jeswin,IND,India,Athletics,
1632,1563512,NURILLAEV Sardor,UZB,Uzbekistan,Judo,
1633,1563514,CHITHRAVEL Praveen,IND,India,Athletics,
1634,1563520,ROBLES Alvaro,ESP,Spain,Table Tennis,
1635,1563521,XIAO Maria,ESP,Spain,Table Tennis,
1636,1563537,CABANA PEREZ Cristina,ESP,Spain,Judo,
1637,1563539,CASES ROCA Salvador,ESP,Spain,Judo,
1638,1563543,GARCIA TORNE David,ESP,Spain,Judo,
1639,1563544,GARRIGOS Francisco,ESP,Spain,Judo,Bronze
1640,1563547,MARTINEZ ABELENDA Laura,ESP,Spain,Judo,
1641,1563549,MOSAKHLISHVILI Tristani,ESP,Spain,Judo,
1642,1563552,SHERAZADISHVILI Nikoloz,ESP,Spain,Judo,
1643,1563553,TORO SOLER Ariane,ESP,Spain,Judo,
1644,1563554,TSUNODA ROUSTANT Ai,ESP,Spain,Judo,
1645,1563574,KUCERA Kamil,CZE,Czechia,Weightlifting,
1646,1563605,MILADINOV Josif,BUL,Bulgaria,Swimming,
1647,1563607,EPITROPOV Lyubomir,BUL,Bulgaria,Swimming,
1648,1563610,SILVA Djamila,CPV,Cabo Verde,Judo,
1649,1563611,GEORGIEVA Gabriela,BUL,Bulgaria,Swimming,
1650,1563618,ALVARES de OLIVEIRA Victor,CPV,Cabo Verde,Fencing,
1651,1563633,ACHA GONZALEZ Pablo,ESP,Spain,Archery,
1652,1563638,CANALES Elia,ESP,Spain,Archery,
1653,1563667,PINA Jayla,CPV,Cabo Verde,Swimming,
1654,1563670,MOREIRA Ivanusa,CPV,Cabo Verde,Boxing,
1655,1563681,SORRIBES TORMO Sara,ESP,Spain,Tennis,Bronze
1656,1563682,ALCARAZ Carlos,ESP,Spain,Tennis,Silver
1657,1563687,BUCSA Cristina,ESP,Spain,Tennis,Bronze
1658,1563689,CARRENO BUSTA Pablo,ESP,Spain,Tennis,
1659,1563691,GRANOLLERS Marcel,ESP,Spain,Tennis,
1660,1563693,MARTINEZ Pedro,ESP,Spain,Tennis,
1661,1563696,MUNAR Jaume,ESP,Spain,Tennis,
1662,1563697,NADAL Rafael,ESP,Spain,Tennis,
1663,1563773,YULDOSHEV Murodjon,UZB,Uzbekistan,Judo,
1664,1563781,DIESSL Enzo,AUT,Austria,Athletics,
1665,1563782,FUCHS Markus,AUT,Austria,Athletics,
1666,1563783,GOGL-WALLI Susanne,AUT,Austria,Athletics,
1667,1563784,HUDSON Victoria,AUT,Austria,Athletics,
1668,1563791,MAYER Julia,AUT,Austria,Athletics,
1669,1563794,PALLITSCH Raphael,AUT,Austria,Athletics,
1670,1563801,WEISSHAIDINGER Lukas,AUT,Austria,Athletics,
1671,1563844,KUHNLE Corinna,AUT,Austria,Canoe Slalom,
1672,1563846,OSCHMAUTZ Felix,AUT,Austria,Canoe Slalom,
1673,1563847,WOLFFHARDT Viktoria,AUT,Austria,Canoe Slalom,
1674,1563899,BRANDL Lorena,GER,Germany,Taekwondo,
1675,1563910,LENNOX Hugo,IRL,Ireland,Rugby Sevens,
1676,1563912,LYLE Abigail,IRL,Ireland,Equestrian,
1677,1563914,O'CONNOR Austin,IRL,Ireland,Equestrian,
1678,1563916,O'CONNOR Cian,IRL,Ireland,Equestrian,
1679,1563918,COYLE Daniel,IRL,Ireland,Equestrian,
1680,1563928,McKIBBIN Peter,IRL,Ireland,Hockey,
1681,1563929,MARSHALL Kyle,IRL,Ireland,Hockey,
1682,1563930,O'DONOGHUE Shane,IRL,Ireland,Hockey,
1683,1563931,LYNCH Jonathan,IRL,Ireland,Hockey,
1684,1563932,MURRAY Sean,IRL,Ireland,Hockey,
1685,1563933,BROWN Peter,IRL,Ireland,Hockey,
1686,1563934,ROBSON Michael,IRL,Ireland,Hockey,
1687,1563937,WALSH Daragh,IRL,Ireland,Hockey,
1688,1563938,WALKER Benjamin,IRL,Ireland,Hockey,
1689,1563939,DUNCAN Jeremy,IRL,Ireland,Hockey,
1690,1563940,McKEE John,IRL,Ireland,Hockey,
1691,1563942,JOHNSON Ben,IRL,Ireland,Hockey,
1692,1563943,NELSON Matthew,IRL,Ireland,Hockey,
1693,1564023,RISSVEDS Jenny,SWE,Sweden,Cycling Mountain Bike,Bronze
1694,1564059,WRIGHT Matthew,BAR,Barbados,Triathlon,
1695,1564189,CAMPBELL Rajindra,JAM,Jamaica,Athletics,Bronze
1696,1564230,CAMARA Seco,GBS,Guinea-Bissau,Athletics,
1697,1564244,GOMIS Paivou Johnouario,GBS,Guinea-Bissau,Taekwondo,
1698,1564261,AHOURE-DEMPS Murielle,CIV,Côte d'Ivoire,Athletics,
1699,1564282,SUAD NATIQ,IRQ,Iraq,Football,
1700,1564284,AYMEN HUSSEIN,IRQ,Iraq,Football,
1701,1564285,IBRAHIM BAYESH,IRQ,Iraq,Football,
1702,1564334,SHAIG Aishath Ulya,MDV,Maldives,Swimming,
1703,1564340,KANIWETE Kenaz,KIR,Kiribati,Athletics,
1704,1564349,HAMZA Malak,EGY,Egypt,Trampoline Gymnastics,
1705,1564356,ABDURAIMOV Aider,UKR,Ukraine,Boxing,
1706,1564362,KHYZHNIAK Oleksandr,UKR,Ukraine,Boxing,Gold
1707,1564367,LOVCHYNSKYI Dmytro,UKR,Ukraine,Boxing,
1708,1564417,BATAHOV Arsenii,UKR,Ukraine,Football,
1709,1564420,BRAHARU Maksym,UKR,Ukraine,Football,
1710,1564426,FESIUN Kiril,UKR,Ukraine,Football,
1711,1564430,KRYSKIV Dmytro,UKR,Ukraine,Football,
1712,1564435,MARTYNIUK Oleksandr,UKR,Ukraine,Football,
1713,1564438,MYKHAILENKO Mykola,UKR,Ukraine,Football,
1714,1564442,OCHERETKO Oleh,UKR,Ukraine,Football,
1715,1564444,RUBCHYNSKYI Valentyn,UKR,Ukraine,Football,
1716,1564445,SALIUK Volodymyr,UKR,Ukraine,Football,
1717,1564448,SIKAN Danylo,UKR,Ukraine,Football,
1718,1564453,SYCH Oleksii,UKR,Ukraine,Football,
1719,1564454,TALOVIEROV Maksym,UKR,Ukraine,Football,
1720,1564464,YERMAKOV Georgiy,UKR,Ukraine,Football,
1721,1564506,CIRILO DUBOYS Yarisleidis,CUB,Cuba,Canoe Sprint,Bronze
1722,1564508,LOPEZ LAMADRID Yinnoly Francheska,CUB,Cuba,Canoe Sprint,
1723,1564511,PELIER CORDOVA Jose Ramon,CUB,Cuba,Canoe Sprint,
1724,1564512,ABDELGHANY Abdelrahman,EGY,Egypt,Judo,
1725,1564514,SAMY Youssry,EGY,Egypt,Judo,
1726,1564559,TAKAYAWA Gerard,FIJ,Fiji,Judo,
1727,1564574,YARRAJI Jyothi,IND,India,Athletics,
1728,1564579,RAMRAJ Vithya,IND,India,Athletics,
1729,1564623,LE Duc Phat,VIE,Vietnam,Badminton,
1730,1564628,TANG Chih-Chun,TPE,Chinese Taipei,Archery,
1731,1564630,TAI Yu-Hsuan,TPE,Chinese Taipei,Archery,
1732,1564631,LIN Zih-Siang,TPE,Chinese Taipei,Archery,
1733,1564634,LEI Chien-Ying,TPE,Chinese Taipei,Archery,
1734,1564635,CHIU Yi-Ching,TPE,Chinese Taipei,Archery,
1735,1564638,LI Tsai-Chi,TPE,Chinese Taipei,Archery,
1736,1564651,KARLSSON Lovisa,SWE,Sweden,Sailing,Bronze
1737,1564652,DAHLBERG Anton,SWE,Sweden,Sailing,Bronze
1738,1564653,BOBECK Vilma,SWE,Sweden,Sailing,Silver
1739,1564654,OLSSON Josefin,SWE,Sweden,Sailing,
1740,1564656,JONSSON Hanna,SWE,Sweden,Sailing,
1741,1564657,NETZLER Rebecca,SWE,Sweden,Sailing,Silver
1742,1564667,HJERTBERG Johanna,SWE,Sweden,Sailing,
1743,1564672,JARUDD Emil,SWE,Sweden,Sailing,
1744,1564681,SALPETER Lonah Chemtai,ISR,Israel,Athletics,
1745,1564692,YANG Chun-Han,TPE,Chinese Taipei,Athletics,
1746,1564700,PENG Ming-Yang,TPE,Chinese Taipei,Athletics,
1747,1564718,MEHELBA Azmy,EGY,Egypt,Shooting,
1748,1564734,HAMDY ABDELKADER Mohamed,EGY,Egypt,Shooting,
1749,1564737,TIYOURI Maor,ISR,Israel,Athletics,
1750,1564770,BATBAYAR Enkhkhuslen,MGL,Mongolia,Swimming,
1751,1564777,KHALIL Remas,EGY,Egypt,Shooting,
1752,1564785,ELGOHARI Hala,EGY,Egypt,Shooting,
1753,1564792,ABOUSHOKKA Amira,EGY,Egypt,Shooting,
1754,1564795,IBRAHIM Omar,EGY,Egypt,Shooting,
1755,1564799,NWANDU Adaku,NGR,Nigeria,Swimming,
1756,1564802,KORAYIEM Ibrahim Ahmad Mohammad,EGY,Egypt,Shooting,
1757,1564809,KIKI Didier,BEN,Benin,Athletics,
1758,1564881,CAN Sena,TUR,Türkiye,Shooting,
1759,1564882,KELES Ismail,TUR,Türkiye,Shooting,
1760,1564884,KOSTADINOVA Antoaneta,BUL,Bulgaria,Shooting,
1761,1564886,TARHAN Sevval Ilayda,TUR,Türkiye,Shooting,Silver
1762,1564888,YILMAZ Simal,TUR,Türkiye,Shooting,
1763,1564889,KIROV Kiril,BUL,Bulgaria,Shooting,
1764,1564893,DIKEC Yusuf,TUR,Türkiye,Shooting,Silver
1765,1564907,TUZUN Oguzhan,TUR,Türkiye,Shooting,
1766,1564926,KAYA Rumeysa Pelin,TUR,Türkiye,Shooting,
1767,1564959,BELLO Ayomide Powei,NGR,Nigeria,Canoe Sprint,
1768,1564964,JAMES Kirani,GRN,Grenada,Athletics,
1769,1564977,OTUEDO Beauty Akinaere,NGR,Nigeria,Canoe Sprint,
1770,1565000,GAZOZ Mete,TUR,Türkiye,Archery,Bronze
1771,1565002,TUMER Berkim,TUR,Türkiye,Archery,Bronze
1772,1565006,YILDIRMIS Abdullah,TUR,Türkiye,Archery,Bronze
1773,1565008,PUCAR Tomislav,CRO,Croatia,Table Tennis,
1774,1565009,GACINA Andrej,CRO,Croatia,Table Tennis,
1775,1565010,ZELJKO Fili,CRO,Croatia,Table Tennis,
1776,1565013,MALOBABIC Ivana,CRO,Croatia,Table Tennis,
1777,1565024,GOKKIR Elif Berra,TUR,Türkiye,Archery,
1778,1565037,ANGELOVA Desislava,BUL,Bulgaria,Rowing,
1779,1565039,VASILEV Kristian,BUL,Bulgaria,Rowing,
1780,1565052,MOHAMMED Nour Abbas,EGY,Egypt,Shooting,
1781,1565059,ABDELHADY MOHAMED Omar Khaled,EGY,Egypt,Shooting,
1782,1565072,ALEXIUSSON Agnes,SWE,Sweden,Boxing,
1783,1565074,IBRAHIM Nebil,SWE,Sweden,Boxing,
1784,1565081,ELSAYED ABUQARN Mai Magdy,EGY,Egypt,Shooting,
1785,1565088,ASHMAWY Maggy,EGY,Egypt,Shooting,
1786,1565100,KROU Youssef,FRA,France,Beach Volleyball,
1787,1565101,GAUTHIER-RAT Arnaud,FRA,France,Beach Volleyball,
1788,1565102,LYNEEL Julien,FRA,France,Beach Volleyball,
1789,1565103,BASSEREAU Remi,FRA,France,Beach Volleyball,
1790,1565106,RICHARD Alexia,FRA,France,Beach Volleyball,
1791,1565107,PLACETTE Lezana,FRA,France,Beach Volleyball,
1792,1565108,CHAMEREAU Aline,FRA,France,Beach Volleyball,
1793,1565109,VIEIRA Clemence,FRA,France,Beach Volleyball,
1794,1565114,NDUM Bacar,GBS,Guinea-Bissau,Wrestling,
1795,1565145,IUNA FAFE Diamantino,GBS,Guinea-Bissau,Wrestling,
1796,1565147,AUBOECK Felix,AUT,Austria,Marathon Swimming,
1797,1565147,AUBOECK Felix,AUT,Austria,Swimming,
1798,1565148,BAYER Valentin,AUT,Austria,Swimming,
1799,1565150,BUCHER Simon,AUT,Austria,Swimming,
1800,1565154,ESPERNBERGER Martin,AUT,Austria,Swimming,
1801,1565155,GIGLER Heiko,AUT,Austria,Swimming,
1802,1565158,HERCOG Jan,AUT,Austria,Marathon Swimming,
1803,1565161,KREUNDL Lena,AUT,Austria,Swimming,
1804,1565166,REITSHAMMER Bernhard,AUT,Austria,Swimming,
1805,1565170,ALEXANDRI Anna-Maria,AUT,Austria,Artistic Swimming,
1806,1565171,ALEXANDRI Eirini-Marina,AUT,Austria,Artistic Swimming,
1807,1565173,KNOLL Anton,AUT,Austria,Diving,
1808,1565210,COX Anthony,JAM,Jamaica,Athletics,
1809,1565212,FREIRE Samuel,CPV,Cabo Verde,Athletics,
1810,1565215,JAWAID Marlena,SWE,Sweden,Modern Pentathlon,
1811,1565232,HOOST Irvin,SUR,Suriname,Swimming,
1812,1565505,LIN Yu-Tang,TPE,Chinese Taipei,Athletics,
1813,1565546,TEWA Waisake,FIJ,Fiji,Athletics,
1814,1565550,ZHANG Bo-Ya,TPE,Chinese Taipei,Athletics,
1815,1565557,IIJIMA Manami,GUM,Guam,Triathlon,
1816,1565569,AQUINO Mia Lahnee Ramos,GUM,Guam,Wrestling,
1817,1565570,AQUINO Rckaela Maree Ramos,GUM,Guam,Wrestling,
1818,1565579,BOLTABOEV Sharofiddin,UZB,Uzbekistan,Judo,
1819,1565615,LIEN Chen-Ling,TPE,Chinese Taipei,Judo,
1820,1565618,YANG Yung Wei,TPE,Chinese Taipei,Judo,
1821,1565620,LIN Chen-Hao,TPE,Chinese Taipei,Judo,
1822,1565621,ABO-ALRUB Rama,JOR,Jordan,Taekwondo,
1823,1565628,FRANCISCO Sydney,PLW,Palau,Athletics,
1824,1565690,ALKHAWALDEH Moath,JOR,Jordan,Athletics,
1825,1565709,ABU AL SOUD Ahmad,JOR,Jordan,Artistic Gymnastics,
1826,1565712,HENDRICK Noel,IRL,Ireland,Canoe Slalom,
1827,1565738,BOBONOV Davlat,UZB,Uzbekistan,Judo,
1828,1565754,TUROBOYEV Muzaffarbek,UZB,Uzbekistan,Judo,Bronze
1829,1565853,AL-WIR Amro,JOR,Jordan,Swimming,
1830,1565898,BELBEISI Karin,JOR,Jordan,Swimming,
1831,1565921,HOERL Julian,AUT,Austria,Beach Volleyball,
1832,1565923,HORST Alexander,AUT,Austria,Beach Volleyball,
1833,1565974,OZBEK Muhammed,TUR,Türkiye,Weightlifting,
1834,1565976,ABAY Burak,TUR,Türkiye,Cycling Road,
1835,1566002,OZBAY Elis,TUR,Türkiye,Rowing,
1836,1566056,ACET Alperen,TUR,Türkiye,Athletics,
1837,1566068,TEKDAL Ayse,TUR,Türkiye,Athletics,
1838,1566071,AKCAM Berke,TUR,Türkiye,Athletics,
1839,1566074,SAVASKAN Buse,TUR,Türkiye,Athletics,
1840,1566088,TUGSUZ Eda,TUR,Türkiye,Athletics,
1841,1566090,DERELI Emel,TUR,Türkiye,Athletics,
1842,1566117,GROSSSCHARTNER Felix,AUT,Austria,Cycling Road,
1843,1566118,HALLER Marco,AUT,Austria,Cycling Road,
1844,1566120,KOKAS Raphael,AUT,Austria,Cycling Track,
1845,1566122,SCHMIDBAUER Maximilian,AUT,Austria,Cycling Track,
1846,1566123,WAFLER Tim,AUT,Austria,Cycling Track,
1847,1566125,FOIDL Maximilian,AUT,Austria,Cycling Mountain Bike,
1848,1566126,MITTERWALLNER Mona,AUT,Austria,Cycling Mountain Bike,
1849,1566128,STIGGER Laura,AUT,Austria,Cycling Mountain Bike,
1850,1566134,KIESENHOFER Anna,AUT,Austria,Cycling Road,
1851,1566142,SCHWEINBERGER Christina,AUT,Austria,Cycling Road,
1852,1566152,SASMA Ersu,TUR,Türkiye,Athletics,
1853,1566169,VEOCIC Gabrijel,CRO,Croatia,Boxing,
1854,1566223,OZBILEN Kaan Kigen,TUR,Türkiye,Athletics,
1855,1566227,OZER Kayhan,TUR,Türkiye,Athletics,
1856,1566233,DEMIR Mazlum,TUR,Türkiye,Athletics,
1857,1566237,BEKMEZ Meryem,TUR,Türkiye,Athletics,
1858,1566243,ER Necati,TUR,Türkiye,Athletics,
1859,1566250,BALTACI Ozkan,TUR,Türkiye,Athletics,
1860,1566339,MOERZ Charlize,AUT,Austria,Artistic Gymnastics,
1861,1566341,WIZANI Benny,AUT,Austria,Trampoline Gymnastics,
1862,1566414,BORCHASHVILI Wachid,AUT,Austria,Judo,
1863,1566415,FARA Aaron,AUT,Austria,Judo,
1864,1566416,GASSNER Samuel,AUT,Austria,Judo,
1865,1566420,PIOVESANA Lubjana,AUT,Austria,Judo,
1866,1566421,POLLERES Michaela,AUT,Austria,Judo,Bronze
1867,1566424,TANZER Katharina,AUT,Austria,Judo,
1868,1566426,HABESOHN Daniel,AUT,Austria,Table Tennis,
1869,1566431,POLCANOVA Sofia,AUT,Austria,Table Tennis,
1870,1566435,ABICHT Lorena,AUT,Austria,Sailing,
1871,1566436,BILDSTEIN Benjamin,AUT,Austria,Sailing,
1872,1566437,BONTUS Valentin,AUT,Austria,Sailing,Gold
1873,1566441,FRANK Tanja,AUT,Austria,Sailing,
1874,1566442,HABERL Lukas,AUT,Austria,Sailing,
1875,1566444,HUSSL David,AUT,Austria,Sailing,
1876,1566445,KORNELLI Alina,AUT,Austria,Sailing,
1877,1566447,MAEHR Lukas,AUT,Austria,Sailing,Gold
1878,1566451,VADLAU Lara,AUT,Austria,Sailing,Gold
1879,1566472,GAYLE Tajay,JAM,Jamaica,Athletics,
1880,1566524,CRUZ Darian Toi,PUR,Puerto Rico,Wrestling,
1881,1566527,LOPEZ de JESUS Juanma,PUR,Puerto Rico,Boxing,
1882,1566534,TUGADE-WATSON Regine,GUM,Guam,Athletics,
1883,1566535,GREEN Joseph,GUM,Guam,Athletics,
1884,1566543,ESCANO Maria,GUM,Guam,Judo,
1885,1566564,CHIA Aaron,MAS,Malaysia,Badminton,Bronze
1886,1566573,HOSEI Yuri,PLW,Palau,Swimming,
1887,1566601,DZHUZUPBEKOV Uzur,KGZ,Kyrgyzstan,Wrestling,Bronze
1888,1566607,ISMAILOV Amantur,KGZ,Kyrgyzstan,Wrestling,
1889,1566608,CHEN Tang Jie,MAS,Malaysia,Badminton,
1890,1566609,GOH Jin Wei,MAS,Malaysia,Badminton,
1891,1566617,LEE Zii Jia,MAS,Malaysia,Badminton,Bronze
1892,1566624,OZYUKSEL Ilke,TUR,Türkiye,Modern Pentathlon,
1893,1566627,MAKHMUDOV Akzhol,KGZ,Kyrgyzstan,Wrestling,Bronze
1894,1566630,UNAL Bugra,TUR,Türkiye,Modern Pentathlon,
1895,1566631,SHARSHENBEKOV Zholaman,KGZ,Kyrgyzstan,Wrestling,Bronze
1896,1566679,SAMBA Abderrahman,QAT,Qatar,Athletics,
1897,1566680,HEMEIDA Bassem,QAT,Qatar,Athletics,
1898,1566681,BARSHIM Mutaz Essa,QAT,Qatar,Athletics,Bronze
1899,1566682,ABAKAR Ismail Doudai,QAT,Qatar,Athletics,
1900,1566687,ABDALLA Abubaker Haydar,QAT,Qatar,Athletics,
1901,1566689,YAHIA IBRAHIM Ammar Ismail,QAT,Qatar,Athletics,
1902,1566702,KHASLAKHANAU Abubakar,AIN,AIN,Wrestling,
1903,1566727,RECBER Hakan,TUR,Türkiye,Taekwondo,
1904,1566729,ATESLI Emre Kutalmis,TUR,Türkiye,Taekwondo,
1905,1566732,DINCEL KAVURAT Merve,TUR,Türkiye,Taekwondo,
1906,1566735,ILGUN Hatice Kubra,TUR,Türkiye,Taekwondo,
1907,1566738,KUS AYDIN Nafia,TUR,Türkiye,Taekwondo,Bronze
1908,1566773,COX Stephen,ZIM,Zimbabwe,Rowing,
1909,1566778,TROFIMOVA Sardana,KGZ,Kyrgyzstan,Athletics,
1910,1566801,CERNOGORAZ Giovanni,CRO,Croatia,Shooting,
1911,1566883,ABO YAMAN Zaid,JOR,Jordan,Table Tennis,
1912,1566887,KORKMAZ Salih,TUR,Türkiye,Athletics,
1913,1566898,MUZRAPOV Favoris,TJK,Tajikistan,Athletics,
1914,1566931,YUSUPOV Alisher,UZB,Uzbekistan,Judo,Bronze
1915,1566947,KURBONOVA Khalimajon,UZB,Uzbekistan,Judo,
1916,1566948,DANISMAZ Tugba,TUR,Türkiye,Athletics,
1917,1566989,GLINKA Alisa,MDA,Republic of Moldova,Equestrian,
1918,1566992,JIDDOU Salam,MLI,Mali,Football,
1919,1566993,ROBU Marin,MDA,Republic of Moldova,Weightlifting,
1920,1566994,COPELLO Yasmani,TUR,Türkiye,Athletics,
1921,1566997,KELDIYOROVA Diyora,UZB,Uzbekistan,Judo,Gold
1922,1567017,IMADOUCHENE Romain,FRA,France,Weightlifting,
1923,1567021,KINGUE MATAM Bernardin,FRA,France,Weightlifting,
1924,1567022,FEGUE Marie,FRA,France,Weightlifting,
1925,1567023,TCHAKOUNTE Dora,FRA,France,Weightlifting,
1926,1567024,CINAR Deniz,TUR,Türkiye,Sailing,
1927,1567043,GUZEL Ecem,TUR,Türkiye,Sailing,
1928,1567045,CITAK Yigit Yalcin,TUR,Türkiye,Sailing,
1929,1567053,VATAN Merve,TUR,Türkiye,Sailing,
1930,1567056,ATAKAN Derin,TUR,Türkiye,Sailing,
1931,1567059,KAYNAR Alican,TUR,Türkiye,Sailing,
1932,1567061,KAYNAKCI Beste,TUR,Türkiye,Sailing,
1933,1567073,DIOMANDE Ahmed,MLI,Mali,Football,
1934,1567299,NALBANTOGLU Lara,TUR,Türkiye,Sailing,
1935,1567359,DEFAY Johanne,FRA,France,Surfing,Bronze
1936,1567360,FIERRO Vahine,FRA,France,Surfing,
1937,1567361,VAAST Kauli,FRA,France,Surfing,Gold
1938,1567362,DURU Joan,FRA,France,Surfing,
1939,1567378,TRAORE Boubacar,MLI,Mali,Football,
1940,1567396,KHOJAZODA Behruzi,TJK,Tajikistan,Judo,
1941,1567466,PARCHMENT Hansle,JAM,Jamaica,Athletics,
1942,1567483,SEVILLE Oblique,JAM,Jamaica,Athletics,
1943,1567512,RAKHIMOV Temur,TJK,Tajikistan,Judo,Bronze
1944,1567649,BRATHWAITE Rikkoi,IVB,"Virgin Islands, B",Athletics,
1945,1567765,McMASTER Kyron,IVB,"Virgin Islands, B",Athletics,
1946,1567976,DABONNE Zouleiha Abzetta,CIV,Côte d'Ivoire,Judo,
1947,1568048,HONGTEN,KOR,Korea,Breaking,
1948,1568054,OGUNSANYA Christianah Tolulope,NGR,Nigeria,Wrestling,
1949,1568060,OBORUDUDU Blessing,NGR,Nigeria,Wrestling,
1950,1568065,RUEBEN Hannah Amuchechi,NGR,Nigeria,Wrestling,
1951,1568088,ADEKUOROYE Odunayo Folasade,NGR,Nigeria,Wrestling,
1952,1568099,KOLAWOLE Esther Omolayo,NGR,Nigeria,Wrestling,
1953,1568137,ADAM Ibadulla,MDV,Maldives,Athletics,
1954,1568156,MUTUWA Ashton Adeyemi,NGR,Nigeria,Wrestling,
1955,1568157,SURMENELI Busenaz,TUR,Türkiye,Boxing,
1956,1568162,ARICAN Ferhat,TUR,Türkiye,Artistic Gymnastics,
1957,1568163,COLAK Ibrahim,TUR,Türkiye,Artistic Gymnastics,
1958,1568167,ONDER Ahmet,TUR,Türkiye,Artistic Gymnastics,
1959,1568169,ASIL Adem,TUR,Türkiye,Artistic Gymnastics,
1960,1568171,NGUYEN Thuy Linh,VIE,Vietnam,Badminton,
1961,1568178,DODANLI Emre,TUR,Türkiye,Artistic Gymnastics,
1962,1568182,CAKIROGLU Buse Naz,TUR,Türkiye,Boxing,Silver
1963,1568186,AKBAS Hatice,TUR,Türkiye,Boxing,Silver
1964,1568189,OZER Gizem,TUR,Türkiye,Boxing,
1965,1568193,AMINOVA Shukurjon,UZB,Uzbekistan,Judo,
