,code,current,name,name_short,name_tv,gender,function,country_code,country,country_long,nationality,nationality_long,nationality_code,height,weight,disciplines,events,birth_date
2340,1573388,True,VICTOR Lindon,VICTOR L,Lindon VICTOR,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,185.0,0.0,['Athletics'],"[""Men's Decathlon""]",1993-02-28
2341,1573418,True,PETERS Anderson,PETERS A,Anderson PETERS,Male,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,185.0,0.0,['Athletics'],"[""Men's Javelin Throw""]",1997-10-21
2342,1573439,True,AYAYI Valeriane,AYAYI V,Valeriane AYAYI,Female,Athlete,FRA,France,France,France,France,FRA,184.0,0.0,['Basketball'],['Women'],1994-04-29
2343,1573440,True,BADIANE Marieme,BADIANE M,Marieme BADIANE,Female,Athlete,FRA,France,France,France,France,FRA,190.0,0.0,['Basketball'],['Women'],1994-11-24
2344,1573441,True,BERNIES Romane,BERNIES R,Romane BERNIES,Female,Athlete,FRA,France,France,France,France,FRA,170.0,0.0,['Basketball'],['Women'],1993-06-27
2345,1573442,True,CHERY Alexia,CHERY A,Alexia CHERY,Female,Athlete,FRA,France,France,France,France,FRA,190.0,0.0,['Basketball'],['Women'],1998-09-05
2346,1573445,True,FAUTHOUX Marine,FAUTHOUX M,Marine FAUTHOUX,Female,Athlete,FRA,France,France,France,France,FRA,176.0,0.0,['Basketball'],['Women'],2001-01-23
2347,1573448,True,JOHANNES Marine,JOHANNES M,Marine JOHANNES,Female,Athlete,FRA,France,France,France,France,FRA,177.0,0.0,['Basketball'],['Women'],1995-01-21
2348,1573449,True,LACAN Leila,LACAN L,Leila LACAN,Female,Athlete,FRA,France,France,France,France,FRA,181.0,0.0,['Basketball'],['Women'],2004-06-02
2349,1573451,True,MALONGA Dominique,MALONGA D,Dominique MALONGA,Female,Athlete,FRA,France,France,France,France,FRA,198.0,0.0,['Basketball'],['Women'],2005-11-16
2350,1573452,True,MICHEL BOURY Sarah,MICHEL BOURY S,Sarah MICHEL BOURY,Female,Athlete,FRA,France,France,France,France,FRA,180.0,0.0,['Basketball'],['Women'],1989-01-10
2351,1573454,True,RUPERT Iliana,RUPERT I,Iliana RUPERT,Female,Athlete,FRA,France,France,France,France,FRA,194.0,0.0,['Basketball'],['Women'],2001-07-12
2352,1573455,True,SALAUN Janelle,SALAUN J,Janelle SALAUN,Female,Athlete,FRA,France,France,France,France,FRA,188.0,0.0,['Basketball'],['Women'],2001-09-05
2353,1573457,True,WILLIAMS Gabby,WILLIAMS G,Gabby WILLIAMS,Female,Athlete,FRA,France,France,France,France,FRA,180.0,0.0,['Basketball'],['Women'],1996-09-09
2354,1573481,True,DIARRA Lassine,DIARRA L,Lassine DIARRA,Male,Athlete,MLI,Mali,Mali,Mali,Mali,MLI,184.0,0.0,['Football'],['Men'],2002-11-11
2355,1573627,True,ALBICY Andrew,ALBICY A,Andrew ALBICY,Male,Athlete,FRA,France,France,France,France,FRA,178.0,0.0,['Basketball'],['Men'],1990-03-21
2356,1573628,True,BATUM Nicolas,BATUM N,Nicolas BATUM,Male,Athlete,FRA,France,France,France,France,FRA,203.0,0.0,['Basketball'],['Men'],1988-12-14
2357,1573630,True,de COLO Nando,de COLO N,Nando de COLO,Male,Athlete,FRA,France,France,France,France,FRA,196.0,0.0,['Basketball'],['Men'],1987-06-23
2358,1573632,True,FOURNIER Evan,FOURNIER E,Evan FOURNIER,Male,Athlete,FRA,France,France,France,France,FRA,199.0,0.0,['Basketball'],['Men'],1992-10-29
2359,1573633,True,GOBERT Rudy,GOBERT R,Rudy GOBERT,Male,Athlete,FRA,France,France,France,France,FRA,216.0,0.0,['Basketball'],['Men'],1992-06-26
2360,1573634,True,LESSORT Mathias,LESSORT M,Mathias LESSORT,Male,Athlete,FRA,France,France,France,France,FRA,206.0,0.0,['Basketball'],['Men'],1995-09-29
2361,1573636,True,NTILIKINA Frank,NTILIKINA F,Frank NTILIKINA,Male,Athlete,FRA,France,France,France,France,FRA,193.0,0.0,['Basketball'],['Men'],1998-07-28
2362,1573638,True,YABUSELE Guerschon,YABUSELE G,Guerschon YABUSELE,Male,Athlete,FRA,France,France,France,France,FRA,203.0,0.0,['Basketball'],['Men'],1995-12-17
2363,1573639,True,WEMBANYAMA Victor,WEMBANYAMA V,Victor WEMBANYAMA,Male,Athlete,FRA,France,France,France,France,FRA,222.0,0.0,['Basketball'],['Men'],2004-01-04
2364,1573640,True,CORDINIER Isaia,CORDINIER I,Isaia CORDINIER,Male,Athlete,FRA,France,France,France,France,FRA,197.0,0.0,['Basketball'],['Men'],1996-11-28
2365,1573642,True,COULIBALY Bilal,COULIBALY B,Bilal COULIBALY,Male,Athlete,FRA,France,France,France,France,FRA,200.0,0.0,['Basketball'],['Men'],2004-07-26
2366,1573660,True,STRAZEL Matthew,STRAZEL M,Matthew STRAZEL,Male,Athlete,FRA,France,France,France,France,FRA,184.0,0.0,['Basketball'],['Men'],2002-08-05
2367,1573878,True,STENSILS Linnea,STENSILS L,Linnea STENSILS,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Double 500m""]",1994-03-08
2368,1573879,True,NATHELL Martin,NATHELL M,Martin NATHELL,Male,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0.0,0.0,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1995-01-18
2369,1573880,True,ANDERSSON Melina,ANDERSSON M,Melina ANDERSSON,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1999-07-27
2370,1573881,True,WIKBERG Moa,WIKBERG M,Moa WIKBERG,Female,Athlete,SWE,Sweden,Sweden,Sweden,Sweden,SWE,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m""]",1994-05-25
2371,1574031,True,HAZZARD Halle,HAZZARD H,Halle HAZZARD,Female,Athlete,GRN,Grenada,Grenada,Grenada,Grenada,GRN,168.0,0.0,['Athletics'],"[""Women's 100m""]",1999-02-04
2372,1574041,True,BRIZARD Antoine,BRIZARD A,BRIZARD,Male,Athlete,FRA,France,France,France,France,FRA,196.0,0.0,['Volleyball'],['Men'],1994-05-22
2373,1574043,True,CARLE Timothee,CARLE T,CARLE,Male,Athlete,FRA,France,France,France,France,FRA,195.0,0.0,['Volleyball'],['Men'],1995-11-30
2374,1574045,True,CHINENYEZE Barthelemy,CHINENYEZE B,CHINENYEZE,Male,Athlete,FRA,France,France,France,France,FRA,204.0,0.0,['Volleyball'],['Men'],1998-02-28
2375,1574046,True,CLEVENOT Trevor,CLEVENOT T,CLEVENOT,Male,Athlete,FRA,France,France,France,France,FRA,199.0,0.0,['Volleyball'],['Men'],1994-06-28
2376,1574048,True,FAURE Theo,FAURE T,FAURE,Male,Athlete,FRA,France,France,France,France,FRA,202.0,0.0,['Volleyball'],['Men'],1999-10-12
2377,1574049,True,GREBENNIKOV Jenia,GREBENNIKOV J,GREBENNIKOV,Male,Athlete,FRA,France,France,France,France,FRA,188.0,0.0,['Volleyball'],['Men'],1990-08-13
2378,1574055,True,JOUFFROY Quentin,JOUFFROY Q,JOUFFROY,Male,Athlete,FRA,France,France,France,France,FRA,202.0,0.0,['Volleyball'],['Men'],1993-07-05
2379,1574057,True,le GOFF Nicolas,le GOFF N,LE GOFF,Male,Athlete,FRA,France,France,France,France,FRA,206.0,0.0,['Volleyball'],['Men'],1992-02-15
2380,1574058,True,LOUATI Yacine,LOUATI Y,LOUATI,Male,Athlete,FRA,France,France,France,France,FRA,198.0,0.0,['Volleyball'],['Men'],1992-03-04
2381,1574060,True,NGAPETH Earvin,NGAPETH E,NGAPETH,Male,Athlete,FRA,France,France,France,France,FRA,194.0,0.0,['Volleyball'],['Men'],1991-02-12
2382,1574061,True,PATRY Jean,PATRY J,PATRY,Male,Athlete,FRA,France,France,France,France,FRA,207.0,0.0,['Volleyball'],['Men'],1996-12-27
2383,1574065,True,TILLIE Kevin,TILLIE K,TILLIE,Male,Athlete,FRA,France,France,France,France,FRA,200.0,0.0,['Volleyball'],['Men'],1990-11-02
2384,1574067,True,TONIUTTI Benjamin,TONIUTTI B,TONIUTTI,Male,Athlete,FRA,France,France,France,France,FRA,183.0,0.0,['Volleyball'],['Men'],1989-10-30
2385,1574106,True,GROBBELAAR Christie,GROBBELAAR C,Christie GROBBELAAR,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,192.0,95.0,['Rugby Sevens'],['Men'],2000-05-25
2386,1574107,True,OOSTHUIZEN Ryan,OOSTHUIZEN R,Ryan OOSTHUIZEN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,189.0,92.0,['Rugby Sevens'],['Men'],1995-05-22
2387,1574108,True,VISSER Impi,VISSER I,Impi VISSER,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,188.0,90.0,['Rugby Sevens'],['Men'],1995-05-30
2388,1574109,True,DAVIDS Zain,DAVIDS Z,Zain DAVIDS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,182.0,100.0,['Rugby Sevens'],['Men'],1997-05-04
2389,1574111,True,PRETORIUS Tiaan,PRETORIUS T,Tiaan PRETORIUS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,185.0,92.0,['Rugby Sevens'],['Men'],2001-02-19
2390,1574112,True,BROWN Ronald,BROWN R,Ronald BROWN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,175.0,75.0,['Rugby Sevens'],['Men'],1995-09-02
2391,1574114,True,WILLIAMS Shaun,WILLIAMS S,Shaun WILLIAMS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,174.0,78.0,['Rugby Sevens'],['Men'],1998-04-13
2392,1574118,True,SOYIZWAPI Siviwe,SOYIZWAPI S,Siviwe SOYIZWAPI,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,178.0,88.0,['Rugby Sevens'],['Men'],1992-12-07
2393,1574119,True,van WYK Shilton,van WYK S,Shilton van WYK,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,175.0,74.0,['Rugby Sevens'],['Men'],1999-12-22
2394,1574121,True,SPECMAN Rosko,SPECMAN R,Rosko SPECMAN,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,175.0,80.0,['Rugby Sevens'],['Men'],1989-04-28
2395,1574134,True,LEYDS Tristan,LEYDS T,Tristan LEYDS,Male,Athlete,RSA,South Africa,South Africa,South Africa,South Africa,RSA,182.0,72.0,['Rugby Sevens'],['Men'],1997-05-24
2396,1584754,True,ORTEGA Alejandra,ORTEGA A,Alejandra ORTEGA,Female,Athlete,MEX,Mexico,Mexico,Mexico,Mexico,MEX,166.0,0.0,['Athletics'],"[""Women's 20km Race Walk""]",1994-07-08
2397,1622745,True,MERCADO MARTINEZ Yarimar,MERCADO MARTINEZ Y,Yarimar MERCADO MARTINEZ,Female,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,0.0,0.0,['Shooting'],"['10m Air Rifle Women', '50m Rifle 3 Positions Women']",1995-03-12
2398,1677082,True,BEDDOES Alex,BEDDOES A,Alex BEDDOES,Male,Athlete,COK,Cook Islands,Cook Islands,New Zealand,New Zealand,NZL,181.0,0.0,['Athletics'],"[""Men's 800m""]",1995-07-09
2399,1678091,True,CONNOLLY Lanihei,CONNOLLY L,Lanihei CONNOLLY,Female,Athlete,COK,Cook Islands,Cook Islands,New Zealand,New Zealand,NZL,0.0,0.0,['Swimming'],"[""Women's 100m Breaststroke""]",2005-12-30
2400,1733666,True,PINEIRO Steven,PINEIRO S,Steven PINEIRO,Male,Athlete,PUR,Puerto Rico,Puerto Rico,United States,United States of America,USA,0.0,0.0,['Skateboarding'],"[""Men's Park""]",1996-11-17
2401,1777739,True,TRAN Thi Nhi Yen,TRAN TNY,Thi Nhi Yen TRAN,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,172.0,0.0,['Athletics'],"[""Women's 100m""]",2005-07-09
2402,1786884,True,JUN Woongtae,JUN W,JUN Woongtae,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0.0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",1995-08-01
2403,1786890,True,KIM Sunwoo,KIM S,KIM Sunwoo,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0.0,0.0,['Modern Pentathlon'],"[""Women's Individual""]",1996-10-07
2404,1786899,True,SEO Changwan,SEO C,SEO Changwan,Male,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0.0,0.0,['Modern Pentathlon'],"[""Men's Individual""]",1997-03-14
2405,1786902,True,SEONG Seungmin,SEONG S,SEONG Seungmin,Female,Athlete,KOR,Korea,Republic of Korea,Korea,Republic of Korea,KOR,0.0,0.0,['Modern Pentathlon'],"[""Women's Individual""]",2003-05-13
2406,1794307,True,TRINH Thu Vinh,TRINH TV,Thu Vinh TRINH,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,0.0,0.0,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",2000-09-21
2407,1795986,True,LE Thi Mong Tuyen,LE TMT,Thi Mong Tuyen Le,Female,Athlete,VIE,Vietnam,Vietnam,Vietnam,Vietnam,VIE,0.0,0.0,['Shooting'],['10m Air Rifle Women'],2003-02-22
2408,1800795,True,LIN Yun-Ju,LIN YJ,LIN Yun-Ju,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Table Tennis'],"[""Men's Singles"", ""Men's Team"", 'Mixed Doubles']",2001-08-17
2409,1801876,True,CHUANG Chih-Yuan,CHUANG CY,CHUANG Chih-Yuan,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Table Tennis'],"[""Men's Team""]",1981-04-02
2410,1803711,True,KAO Cheng-Jui,KAO CJ,KAO Cheng-Jui,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Table Tennis'],"[""Men's Singles"", ""Men's Team""]",2004-12-25
2411,1812512,True,CHENG I-Ching,CHENG IC,CHENG I-Ching,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",1992-02-15
2412,1814043,True,CHEN Szu-Yu,CHEN SY,CHEN Szu-Yu,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Table Tennis'],"[""Women's Team"", 'Mixed Doubles']",1993-08-01
2413,1822208,True,CHIEN Tung-Chuan,CHIEN TC,CHIEN Tung-Chuan,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Table Tennis'],"[""Women's Singles"", ""Women's Team""]",2002-01-01
2414,1878037,True,TANG Chia-Hung,TANG CH,TANG Chia-Hung,Male,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Artistic Gymnastics'],"['Men', ""Men's Horizontal Bar""]",1996-09-23
2415,1878186,True,TING Hua-Tien,TING HT,TING Hua-Tien,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,0.0,0.0,['Artistic Gymnastics'],"['Women', ""Women's Balance Beam""]",2002-10-11
2416,1878329,True,TSAO Chia Yi,TSAO CY,TSAO Chia Yi,Female,Athlete,TPE,Chinese Taipei,Chinese Taipei,Chinese Taipei,Chinese Taipei,TPE,178.0,0.0,['Tennis'],"[""Women's Doubles""]",2003-12-02
2417,1878345,True,THOMSEN Marcus,THOMSEN M,Marcus THOMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,186.0,0.0,['Athletics'],"[""Men's Shot Put""]",1998-01-07
2418,1878346,True,HENRIKSEN Eivind,HENRIKSEN E,Eivind HENRIKSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,192.0,0.0,['Athletics'],"[""Men's Hammer Throw""]",1990-09-14
2419,1878347,True,IUEL Amalie,IUEL A,Amalie IUEL,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,179.0,0.0,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay""]",1994-04-17
2420,1878348,True,JAEGER Henriette,JAEGER H,Henriette JAEGER,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,170.0,0.0,['Athletics'],"[""Women's 400m"", ""Women's 4 x 400m Relay""]",2003-06-30
2421,1878349,True,MOEN Sondre Nordstad,MOEN SN,Sondre Nordstad MOEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,180.0,0.0,['Athletics'],"[""Men's Marathon""]",1991-01-12
2422,1878353,True,ROOTH Markus,ROOTH M,Markus ROOTH,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,182.0,0.0,['Athletics'],"[""Men's Decathlon""]",2001-12-22
2423,1878357,True,RETZIUS Lene Onsrud,RETZIUS LO,Lene Onsrud RETZIUS,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,178.0,0.0,['Athletics'],"[""Women's Pole Vault""]",1996-01-04
2424,1878358,True,KLOSTER Line,KLOSTER L,Line KLOSTER,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,179.0,0.0,['Athletics'],"[""Women's 400m Hurdles"", ""Women's 4 x 400m Relay""]",1990-02-27
2425,1878359,True,GUTTORMSEN Simen,GUTTORMSEN Si,Simen GUTTORMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,181.0,0.0,['Athletics'],"[""Men's Pole Vault""]",2001-01-19
2426,1878360,True,GUTTORMSEN Sondre,GUTTORMSEN So,Sondre GUTTORMSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,185.0,0.0,['Athletics'],"[""Men's Pole Vault""]",1999-06-01
2427,1878365,True,MEZNGI Zerei Kbrom,MEZNGI ZK,Zerei Kbrom MEZNGI,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,189.0,0.0,['Athletics'],"[""Men's Marathon""]",1986-01-12
2428,1878368,True,INGVALDSEN Havard Bentdal,INGVALDSEN HB,Havard Bentdal INGVALDSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,191.0,0.0,['Athletics'],"[""Men's 400m""]",2002-09-21
2429,1878369,True,GROVDAL Karoline Bjerkeli,GROVDAL KB,Karoline Bjerkeli GROVDAL,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,171.0,0.0,['Athletics'],"[""Women's 5000m""]",1990-06-14
2430,1878373,True,LILLEFOSSE Pal Haugen,LILLEFOSSE PH,Pal Haugen LILLEFOSSE,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,183.0,0.0,['Athletics'],"[""Men's Pole Vault""]",2001-06-04
2431,1878374,True,MARDAL Thomas,MARDAL T,Thomas MARDAL,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,186.0,0.0,['Athletics'],"[""Men's Hammer Throw""]",1997-04-16
2432,1878375,True,SKOTHEIM Sander,SKOTHEIM S,Sander SKOTHEIM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,190.0,0.0,['Athletics'],"[""Men's Decathlon""]",2002-05-31
2433,1878383,True,MOL Anders Berntsen,MOL AB,Anders Berntsen MOL,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,201.0,0.0,['Beach Volleyball'],['Men'],1997-07-02
2434,1878386,True,SOERUM Christian Sandlie,SOERUM CS,Christian Sandlie SOERUM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,192.0,0.0,['Beach Volleyball'],['Men'],1995-12-03
2435,1878388,True,HOFSTAD Sunniva,HOFSTAD S,Sunniva HOFSTAD,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,175.0,0.0,['Boxing'],"[""Women's 75kg""]",2004-07-17
2436,1878389,True,SHIHA Omar,SHIHA O,Omar SHIHA,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,193.0,0.0,['Boxing'],"[""Men's +92kg""]",1999-02-03
2437,1878394,True,AMUNDSEN Kristine Strand,AMUNDSEN KS,Kristine Strand AMUNDSEN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Four 500m""]",1998-04-26
2438,1878395,True,SLETSJOEE Anna Margrete,SLETSJOEE AM,Anna Margrete SLETSJOEE,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1997-12-22
2439,1878397,True,VIRIK Maria,VIRIK M,Maria VIRIK,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Double 500m"", ""Women's Kayak Four 500m""]",1999-12-04
2440,1878398,True,ORITSLAND Hedda,ORITSLAND H,Hedda ORITSLAND,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Canoe Sprint'],"[""Women's Kayak Single 500m"", ""Women's Kayak Four 500m""]",1999-01-08
2441,1878403,True,ROEHME Knut,ROEHME K,Knut ROEHME,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Cycling Mountain Bike'],"[""Men's Cross-country""]",1999-09-25
2442,1878406,True,WAERENSKJOLD Soeren,WAERENSKJOLD S,Soeren WAERENSKJOLD,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",2000-03-12
2443,1878412,True,EDSETH Marte Berg,EDSETH MB,Marte Berg EDSETH,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Cycling Road'],"[""Women's Road Race""]",1998-10-06
2444,1878413,True,FOSS Tobias,FOSS T,Tobias FOSS,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Cycling Road'],"[""Men's Road Race"", ""Men's Individual Time Trial""]",1997-05-25
2445,1878414,True,GASKJENN Ingvild,GASKJENN I,Ingvild GASKJENN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Cycling Road'],"[""Women's Road Race""]",1998-07-01
2446,1878415,True,STENBERG Anita,STENBERG A,Anita STENBERG,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Cycling Track'],"[""Women's Omnium""]",1992-08-28
2447,1878416,True,TUXEN Helle,TUXEN H,Helle TUXEN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Diving'],"[""Women's 3m Springboard""]",2001-09-04
2448,1878418,True,FREESE Isabel,FREESE I,Isabel FREESE,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Equestrian'],['Dressage Individual'],1979-01-19
2449,1878420,True,GULLIKSEN Victoria,GULLIKSEN V,Victoria GULLIKSEN,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,0.0,0.0,['Equestrian'],['Jumping Individual'],1992-02-23
2450,1878424,True,STAVNAR Madelene,STAVNAR M,Madelene STAVNAR,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,163.0,0.0,['Golf'],"[""Women's Individual Stroke Play""]",2000-12-09
2451,1878425,True,BORGE Celine,BORGE C,Celine BORGE,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,167.0,0.0,['Golf'],"[""Women's Individual Stroke Play""]",1998-08-05
2452,1878428,True,HOVLAND Viktor,HOVLAND V,Viktor HOVLAND,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,179.0,0.0,['Golf'],"[""Men's Individual Stroke Play""]",1997-09-18
2453,1878430,True,BJOERNSEN Kristian,BJOERNSEN K,Kristian BJOERNSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,191.0,0.0,['Handball'],['Men'],1989-01-10
2454,1878437,True,BARTHOLD Sebastian Hein,BARTHOLD SH,Sebastian Hein BARTHOLD,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,185.0,0.0,['Handball'],['Men'],1991-08-27
2455,1878439,True,LYSE Simen Ulstad,LYSE SU,Simen Ulstad LYSE,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,195.0,0.0,['Handball'],['Men'],2000-02-01
2456,1878442,True,BERGERUD Torbjoern Sittru,BERGERUD TS,Torbjoern Sittrup BERGERUD,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,200.0,0.0,['Handball'],['Men'],1994-07-16
2457,1878443,True,OEVERBY Petter,OEVERBY P,Petter OEVERBY,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,200.0,0.0,['Handball'],['Men'],1992-03-26
2458,1878450,True,REINKIND Harald,REINKIND H,Harald REINKIND,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,197.0,0.0,['Handball'],['Men'],1992-08-17
2459,1878453,True,GROENDAHL Tobias Schjoelberg,GROENDAHL TS,Tobias Schjoelberg GROENDAHL,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,184.0,0.0,['Handball'],['Men'],2001-01-22
2460,1878454,True,SAEVERAAS Kristian Skinstad,SAEVERAAS K,Kristian Skinstad SAEVERAAS,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,195.0,0.0,['Handball'],['Men'],1996-06-22
2461,1878456,True,GULLERUD Magnus,GULLERUD M,Magnus GULLERUD,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,194.0,0.0,['Handball'],['Men'],1991-11-13
2462,1878461,True,SAGOSEN Sander,SAGOSEN S,Sander SAGOSEN,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,195.0,0.0,['Handball'],['Men'],1995-09-14
2463,1878464,True,AGA Vetle Eck,AGA VE,Vetle Eck AGA,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,190.0,0.0,['Handball'],['Men'],1993-10-04
2464,1878465,True,BLONZ Alexandre Christoffersen,BLONZ AC,Alexandre Christoffersen BLONZ,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,189.0,0.0,['Handball'],['Men'],2000-04-17
2465,1878481,True,SETTERBLOM Gabriel Ask,SETTERBLOM GA,Gabriel Ask SETTERBLOM,Male,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,192.0,0.0,['Handball'],['Men'],1997-11-22
2466,1878486,True,MOERK Nora,MOERK N,Nora MOERK,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,169.0,0.0,['Handball'],['Women'],1991-04-05
2467,1878487,True,HERREM Camilla,HERREM C,Camilla HERREM,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,167.0,0.0,['Handball'],['Women'],1986-10-08
2468,1878490,True,RUSHFELDT DEILA Thale,RUSHFELDT DEILA T,Thale RUSHFELDT DEILA,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,178.0,0.0,['Handball'],['Women'],2000-01-15
2469,1878492,True,SOLBERG-OESTHASSEL Silje,SOLBERG-OESTHASSEL,Silje SOLBERG-OESTHASSEL,Female,Athlete,NOR,Norway,Norway,Norway,Norway,NOR,178.0,0.0,['Handball'],['Women'],1990-06-16
